work_id,added_at,offer_url,position_name,company_name,company_location,type_of_contract,work_schedule,work_modes,employment_level,immediate_employment,ukrainian_without_polish_language,vacancies
15076,2022-12-02 13:47:50.768247+01,"https://www.pracuj.pl/praca/doradca-klienta-ds-oze-mazowieckie,oferta,9557752?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Klienta ds. OZE,Polenergia Fotowoltaika,mazowieckie,Kontrakt B2B,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
15077,2022-12-02 13:47:50.771925+01,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-warszawa,oferta,1002245143?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Księgowy / Księgowa,Extreme Events Sp. z o.o.,Warszawa,Kontrakt B2B,"Część etatu, Pełny etat",praca hybrydowa,Specjalista (Mid / Regular),,,
15078,2022-12-02 13:47:50.775998+01,"https://www.pracuj.pl/praca/asystent-asystentka-ds-rozliczen-warszawa,oferta,1002245139?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Asystent / Asystentka ds. rozliczeń,MICHALAK KOSICKA-POLAK I WSPÓLNICY SPÓŁKA KOMANDYTOWA,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,"Asystent, Młodszy specjalista (Junior)",praca od zaraz,,
15079,2022-12-02 13:47:50.78034+01,"https://www.pracuj.pl/praca/przedstawiciel-handlowy-warszawa-marynarska-21,oferta,1002245137?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Przedstawiciel handlowy,OPTIC MOBILE sp. z o.o.,"Warszawa, Mokotów","Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,praca mobilna,Specjalista (Mid / Regular),,,
15080,2022-12-02 13:47:50.784096+01,"https://www.pracuj.pl/praca/audytor-wewnetrzny-audytorka-wewnetrzna-warszawa-prosta-68,oferta,1002231048?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Audytor Wewnętrzny / Audytorka Wewnętrzna,Grupa Pracuj,"Warszawa, Wola","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca hybrydowa, praca zdalna",Ekspert,,,
15081,2022-12-02 13:47:50.787777+01,"https://www.pracuj.pl/praca/specjalista-ds-kalkulacji-i-analizy-kosztow-warszawa-miedzynarodowa-44,oferta,1002245136?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. kalkulacji i analizy kosztów,"SPÓŁDZIELNIA MIESZKANIOWA ""MIĘDZYNARODOWA"" W WARSZAWIE","Warszawa, Praga-Południe",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15082,2022-12-02 13:47:50.792592+01,"https://www.pracuj.pl/praca/detailer-samochodowy-warszawa-blekitna-8,oferta,1002245135?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Detailer samochodowy,"""NEXT ADV"" sp. z o.o.","Warszawa, Wawer",Umowa o pracę,Pełny etat,praca stacjonarna,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,szukamy wielu kandydatów / wakaty: 3
15083,2022-12-02 13:47:50.796603+01,"https://www.pracuj.pl/praca/psycholog-warszawa,oferta,1002245132?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Psycholog,KANADYJSKA SZKOŁA PODSTAWOWA sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,
15085,2022-12-02 13:47:50.804142+01,"https://www.pracuj.pl/praca/key-account-junior-specialist-warszawa-golabkowska-2,oferta,1002245129?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Key Account Junior Specialist,WEGE SIOSTRY sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,"praca stacjonarna, praca hybrydowa",Młodszy specjalista (Junior),,,
15086,2022-12-02 13:47:50.808312+01,"https://www.pracuj.pl/praca/recepcjonista-recepcjonistka-warszawa-mariana-smoluchowskiego-1,oferta,1002245128?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Recepcjonista / Recepcjonistka,Centrum Barnabitów,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów
15087,2022-12-02 13:47:50.813254+01,"https://www.pracuj.pl/praca/kelner-kelnerka-barman-barmanka-otrebusy-pow-pruszkowski-swierkowa-2,oferta,1002245122?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kelner / Kelnerka - Barman / Barmanka,"Państwowy Zespół Ludowy Pieśni i Tańca ""Mazowsze"" im. T. Sygietyńskiego",Otrębusy (pow. pruszkowski),Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
15088,2022-12-02 13:47:50.819415+01,"https://www.pracuj.pl/praca/recepcjonista-hotelowy-recepcjonistka-hotelowa-otrebusy-pow-pruszkowski-swierkowa-2,oferta,1002245121?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Recepcjonista hotelowy / Recepcjonistka hotelowa,"Państwowy Zespół Ludowy Pieśni i Tańca ""Mazowsze"" im. T. Sygietyńskiego",Otrębusy (pow. pruszkowski),Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15089,2022-12-02 13:47:50.822986+01,"https://www.pracuj.pl/praca/backend-engineer-for-cloud-services-warszawa,oferta,1002183204?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Backend Engineer for Cloud Services,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
15090,2022-12-02 13:47:50.827238+01,"https://www.pracuj.pl/praca/financial-controller-warszawa-kolejowa-5-7,oferta,1002216079?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Financial Controller,ZnanyLekarz Sp. z o.o.,"Warszawa, Wola","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
15091,2022-12-02 13:47:50.830955+01,"https://www.pracuj.pl/praca/konsultant-ds-urody-warszawa,oferta,1002216075?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Konsultant ds. Urody,Estee Lauder (Poland) Sp. z o.o.,Warszawa,Umowa o pracę,"Część etatu, Pełny etat",praca stacjonarna,Specjalista (Mid / Regular),,,
15092,2022-12-02 13:47:50.834835+01,"https://www.pracuj.pl/praca/senior-it-project-manager-warszawa-woloska-22,oferta,1002216077?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior IT Project Manager,Craftware Sp. z o.o.,"Warszawa, Mokotów","Umowa o pracę, Kontrakt B2B",Pełny etat,"praca hybrydowa, praca zdalna","Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,szukamy wielu kandydatów
15093,2022-12-02 13:47:50.838834+01,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-warszawa-pulawska-2,oferta,1002225278?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Księgowy/Księgowa,Menlo Electric S.A.,"Warszawa, Mokotów","Umowa o pracę, Umowa zlecenie, Kontrakt B2B",Pełny etat,"praca stacjonarna, praca hybrydowa","Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
15094,2022-12-02 13:47:52.115482+01,"https://www.pracuj.pl/praca/it-business-partner-warszawa,oferta,1002245106?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",IT Business Partner,DHL Supply Chain (Poland) Sp. z o.o.,Warszawa,Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
15095,2022-12-02 13:47:52.118772+01,"https://www.pracuj.pl/praca/specjalista-w-zespole-service-desk-iii-linia-wsparcia-warszawa,oferta,1002245105?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista w Zespole Service Desk - III linia wsparcia,Nationale-Nederlanden,Warszawa,Kontrakt B2B,Pełny etat,"praca stacjonarna, praca hybrydowa",Specjalista (Mid / Regular),,,
15096,2022-12-02 13:47:52.120985+01,"https://www.pracuj.pl/praca/opiekunka-osoby-starszej-w-irlandii-mazowieckie,oferta,9508568?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Opiekunka osoby starszej w Irlandii,ALHomecare,mazowieckie,Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,
15097,2022-12-02 13:47:52.123114+01,"https://www.pracuj.pl/praca/nauczyciel-jezyka-angielskiego-online-mazowieckie,oferta,9578498?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Nauczyciel Języka Angielskiego (Online),Fluentbe Sp. z o.o.,mazowieckie,"Umowa zlecenie, Kontrakt B2B","Część etatu, Dodatkowa / tymczasowa, Pełny etat",praca zdalna,Specjalista (Mid / Regular),praca od zaraz,,
15098,2022-12-02 13:47:52.126667+01,"https://www.pracuj.pl/praca/kierowca-kat-b-warszawa,oferta,1002198446?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierowca kat. B,ERES PARTNER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Warszawa,Umowa zlecenie,"Część etatu, Dodatkowa / tymczasowa, Pełny etat",,Pracownik fizyczny,praca od zaraz,Робота для іноземців,szukamy wielu kandydatów / wakaty: 200
15099,2022-12-02 13:47:52.129328+01,"https://www.pracuj.pl/praca/doradca-klienta-zamoznego-mazowieckie,oferta,9540042?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Doradca Klienta Zamożnego,OAK CAPITAL sp. z o.o.,mazowieckie,"Umowa o pracę, Umowa zlecenie","Część etatu, Dodatkowa / tymczasowa, Pełny etat","praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),praca od zaraz,,
15100,2022-12-02 13:47:52.131759+01,"https://www.pracuj.pl/praca/kierowca-w-transporcie-miedzynarodowym-na-cysterny-chemiczne-mazowieckie,oferta,9515803?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierowca w Transporcie Międzynarodowym na cysterny chemiczne,Roos Spedition Sp.z.o.o.,mazowieckie,Umowa o pracę,Pełny etat,,Pracownik fizyczny,praca od zaraz,,szukamy wielu kandydatów
15101,2022-12-02 13:47:52.134174+01,"https://www.pracuj.pl/praca/prawnik-warszawa-okopowa-56,oferta,1002213456?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Prawnik,Kancelaria Karaś i Wspólnicy sp. k.,"Warszawa, Wola","Umowa o pracę, Kontrakt B2B, Umowa o staż / praktyki",Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),praca od zaraz,,szukamy wielu kandydatów / wakaty: 2
15102,2022-12-02 13:47:52.136404+01,"https://www.pracuj.pl/praca/konsultant-programista-ds-aplikacji-bankowych-mazowieckie,oferta,9508130?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Konsultant/Programista ds. aplikacji bankowych,Asseco Poland S.A.,mazowieckie,Umowa o pracę,Pełny etat,"praca hybrydowa, praca zdalna","Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,
15103,2022-12-02 13:47:52.138546+01,"https://www.pracuj.pl/praca/devops-engineer-in-voice-intelligence-research-team-warszawa,oferta,1002172619?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",DevOps Engineer in Voice Intelligence Research Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
15104,2022-12-02 13:47:52.140559+01,"https://www.pracuj.pl/praca/team-manager-kyc-onboarding-team-warszawa,oferta,1002177689?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Team Manager KYC Onboarding Team,SEB,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Menedżer,,,
15105,2022-12-02 13:47:52.143699+01,"https://www.pracuj.pl/praca/devops-engineer-in-artificial-intelligence-team-warszawa,oferta,1002183371?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",DevOps Engineer in Artificial Intelligence Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,
15106,2022-12-02 13:47:52.146216+01,"https://www.pracuj.pl/praca/kierownik-zespolu-warszawa,oferta,1002236230?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierownik Zespołu,NNLife TUnŻiR S.A.,Warszawa,Kontrakt B2B,Pełny etat,"praca hybrydowa, praca zdalna","Kierownik / Koordynator, Menedżer",,,
15107,2022-12-02 13:47:52.149797+01,"https://www.pracuj.pl/praca/specjalista-ds-kadr-i-plac-lesznowola-pow-piaseczynski,oferta,1002185856?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. Kadr i Płac,NUTROPHARMA Sp. z o.o.,Lesznowola (pow. piaseczyński),Umowa o pracę,Pełny etat,praca stacjonarna,Specjalista (Mid / Regular),,,
15108,2022-12-02 13:47:52.152093+01,"https://www.pracuj.pl/praca/junior-data-scientist-for-business-intelligence-project-in-ai-team-warszawa,oferta,1002183873?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Junior Data Scientist for Business Intelligence Project in AI Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Młodszy specjalista (Junior),,,
15109,2022-12-02 13:47:52.154551+01,"https://www.pracuj.pl/praca/data-scientist-for-business-intelligence-project-in-ai-team-warszawa,oferta,1002183913?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Data Scientist for Business Intelligence Project in AI Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
15110,2022-12-02 13:47:52.156756+01,"https://www.pracuj.pl/praca/senior-data-scientist-for-business-intelligence-project-in-ai-team-warszawa,oferta,1002183911?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Data Scientist for Business Intelligence Project in AI Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,,
15111,2022-12-02 13:47:52.159759+01,"https://www.pracuj.pl/praca/technik-techniczka-utrzymania-ruchu-o-profilu-mechanik-warszawa-jana-zamoyskiego-28-30,oferta,1002203839?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik/Techniczka Utrzymania Ruchu (o profilu Mechanik),LOTTE Wedel,"Warszawa, Praga-Południe",Umowa o pracę,Pełny etat,praca stacjonarna,Pracownik fizyczny,,,szukamy wielu kandydatów
15112,2022-12-02 13:47:52.162135+01,"https://www.pracuj.pl/praca/natural-language-processing-engineer-in-artificial-intelligence-team-warszawa,oferta,1002185846?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Natural Language Processing Engineer in Artificial Intelligence Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,
15113,2022-12-02 13:47:52.164291+01,"https://www.pracuj.pl/praca/aplikant-radcowski-prawnik-warszawa,oferta,1002188531?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Aplikant radcowski/Prawnik,STENA Recycling Sp. z o.o.,"Warszawa, Ochota",Umowa o pracę,Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,
15114,2022-12-02 13:47:52.166383+01,"https://www.pracuj.pl/praca/machine-learning-engineer-for-recommendation-systems-in-ai-team-warszawa-plac-europejski-1,oferta,1002194664?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Machine Learning Engineer for Recommendation Systems in AI Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",,,
15115,2022-12-02 13:47:52.168458+01,"https://www.pracuj.pl/praca/zdalny-ksiegowy-infakt-uproszczona-ksiegowosc-blonie,oferta,9529027?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Zdalny Księgowy inFakt | Uproszczona Księgowość,Infakt sp. z o.o.,"Błonie, Brwinów, Ciechanów, Garwolin, Gostynin, Góra Kalwaria, Grodzisk Mazowiecki, Grójec, Józefów (pow. legionowski), Kobyłka, Konstancin-Jeziorna, Kozienice, Legionowo, Łomianki, Maków Mazowiecki, Marki, Milanówek, Mińsk Mazowiecki, Mława, Nowy Dwór Mazowiecki, Ostrołęka, Ostrów Mazowiecka, Otwock, Piaseczno, Piastów, Pionki, Płock, Płońsk, Pruszków, Przasnysz, Pułtusk, Radom, Radzymin, Siedlce, Sierpc, Sochaczew, Sokołów (pow. pruszkowski), Sokołów Podlaski, Sulejówek, Szydłowiec, Warka, Warszawa, Węgrów, Wołomin, Wyszków, Ząbki, Zielonka, Żyrardów",Kontrakt B2B,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
15116,2022-12-02 13:47:52.17077+01,"https://www.pracuj.pl/praca/senior-java-developer-masovian,oferta,9561665?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Java Developer,Spyrosoft S.A.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,Starszy specjalista (Senior),praca od zaraz,,
15117,2022-12-02 13:47:52.174105+01,"https://www.pracuj.pl/praca/frontend-developer-angular-warszawa,oferta,1002222218?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Frontend Developer (Angular),Spyrosoft S.A.,Warszawa,"Umowa o pracę, Kontrakt B2B",Pełny etat,"praca hybrydowa, praca zdalna","Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
15118,2022-12-02 13:47:52.177495+01,"https://www.pracuj.pl/praca/senior-automotive-test-engineer-masovian,oferta,9529086?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Automotive Test Engineer,Spyrosoft S.A.,mazowieckie,"Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,"Specjalista (Mid / Regular), Starszy specjalista (Senior)",praca od zaraz,,
15119,2022-12-02 13:47:52.179715+01,"https://www.pracuj.pl/praca/specjalista-ds-koordynacji-serwisu-mazowieckie,oferta,9540053?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. koordynacji serwisu,MEDCOM Sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca stacjonarna,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",praca od zaraz,,
15120,2022-12-02 13:47:52.181655+01,"https://www.pracuj.pl/praca/elektromechanik-k-m-x-blonie,oferta,1002203877?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Elektromechanik (k/m/x),Mars Polska sp. z o.o.,Błonie,Umowa o pracę,Pełny etat,,Pracownik fizyczny,,,
15121,2022-12-02 13:47:52.183873+01,"https://www.pracuj.pl/praca/internship-deep-learning-intern-for-audio-projects-in-artificial-intelligence-te-warszawa,oferta,1002198482?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Internship – Deep Learning Intern for Audio Projects in Artificial Intelligence Team,Samsung R&D Institute Poland,"Warszawa, Wola",Umowa zlecenie,"Część etatu, Pełny etat",praca hybrydowa,Praktykant / Stażysta,,,
15122,2022-12-02 13:47:52.186357+01,"https://www.pracuj.pl/praca/specjalista-ds-polityki-i-procesu-kredytowego-dla-przedsiebiorstw-warszawa,oferta,1002198479?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista ds. Polityki i Procesu Kredytowego dla Przedsiębiorstw,Bank Millennium S.A.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,praca hybrydowa,"Starszy specjalista (Senior), Ekspert",praca od zaraz,,
15123,2022-12-02 13:47:52.188503+01,"https://www.pracuj.pl/praca/serwisant-techniczny-mazowieckie,oferta,9544009?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Serwisant Techniczny,Granimex Sp. J.,mazowieckie,Umowa o pracę,Pełny etat,praca mobilna,Specjalista (Mid / Regular),praca od zaraz,,
15124,2022-12-02 13:47:52.190865+01,"https://www.pracuj.pl/praca/invoice-processing-specialist-with-german-warszawa-rondo-daszynskiego-2b,oferta,1002203880?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Invoice Processing Specialist with German,Elanco Solution Center,"Warszawa, Wola",Umowa o pracę,Pełny etat,praca hybrydowa,Specjalista (Mid / Regular),,,
15125,2022-12-02 13:47:52.193804+01,"https://www.pracuj.pl/praca/senior-backend-developer-warszawa-jutrzenki-105,oferta,1002203903?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Backend Developer,Robert Bosch Sp. z o.o.,"Warszawa, Włochy",Umowa o pracę,Pełny etat,praca hybrydowa,Starszy specjalista (Senior),,,
15126,2022-12-02 13:47:52.195922+01,"https://www.pracuj.pl/praca/prawnik-radca-prawny-adwokat-warszawa,oferta,1002198297?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Prawnik – Radca prawny / Adwokat,Rödl & Partner,"Warszawa, Wola","Umowa o pracę, Kontrakt B2B",Pełny etat,praca hybrydowa,"Młodszy specjalista (Junior), Specjalista (Mid / Regular)",,,szukamy wielu kandydatów / wakaty: 2
15127,2022-12-02 13:47:52.198129+01,"https://www.pracuj.pl/praca/senior-google-ads-manager-ppc-sem-manager-masovian,oferta,9540222?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Senior Google Ads Manager (PPC)/SEM Manager,GO SMARTLY TECH LTD,mazowieckie,Kontrakt B2B,Pełny etat,praca zdalna,Starszy specjalista (Senior),,,
15128,2022-12-02 13:47:52.200598+01,"https://www.pracuj.pl/praca/technik-dostawca-kierowca-sokolow-pow-pruszkowski,oferta,1002203889?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Technik Dostawca - Kierowca,RTV EURO AGD,Sokołów (pow. pruszkowski),Umowa o pracę,Pełny etat,,Pracownik fizyczny,,,
15129,2022-12-02 13:47:52.202753+01,"https://www.pracuj.pl/praca/specjalista-ka-ds-compliance-aml-warszawa-woloska-24,oferta,1002206688?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Specjalista/ka ds. Compliance (AML),Nest Bank S.A.,"Warszawa, Mokotów",Umowa o pracę,Pełny etat,"praca hybrydowa, praca zdalna",Specjalista (Mid / Regular),,,
15130,2022-12-02 13:47:52.204963+01,"https://www.pracuj.pl/praca/kierownik-sklepu-piaseczno,oferta,1002206911?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",Kierownik Sklepu,Levi Strauss Poland Sp. z o.o.,Piaseczno,Umowa o pracę,Pełny etat,praca stacjonarna,Kierownik / Koordynator,,,
15131,2022-12-02 13:47:52.207188+01,"https://www.pracuj.pl/praca/sap-sd-consultant-masovian,oferta,9540182?s=80c68d28&searchId=5690f500-723f-11ed-b368-3b74af5752b6",SAP SD Consultant,MAHLE Shared Services Poland Sp. z o.o.,mazowieckie,Umowa o pracę,Pełny etat,praca zdalna,Specjalista (Mid / Regular),,,
